Date,Rating,Review,User name,UserLocation,AVG Rating
1/8/2014,4.0 star rating,"We enjoyed the more casual menu at Leilani's for Christmas 2013. The service was awesome and it's great how they offer daily deals. We loved the crabcake sliders and their fish tacos were the best we have EVER eaten. I ordered several Mai Tai's and because it was happy hour deal time (and they were busy) the drinks weren't as delicious as I was hoping :) All in all though, thanks to the amazing Fish Tacos, we loved our Christmas Dinner at Leilani's!!! Definitely a ""must"" for Kaanapali Beach visitors.",C1221 C.,"Chicago, IL",4.0 star rating
1/6/2014,3.0 star rating,"Leilani's has always been one of our go to restaurants in Maui. We went on our first night and thought the experience compared to others was just okay. We had a water front view which was beautiful. Service was 3/5 - they were busy but every time we go, they usually are. We had the ahi tuna  appetizer which was fantastic. I had the mong-chong which I thought was dry. My sister had the opakapaka (snapper) which was tasty but priced at $36 which our waiter failed to mention. The fish portions are small and usually come with some small portion of rice & vegetables. We usually go to all the sister restaurants- Leilani's, Hula Grill & Kimo's. We went to Kimo's last night which I thought the fish was prepared better but still a small portion of fish. I remember in the past, the entrees coming with a salad to start off (maybe it was at Kimo's) which they don't do anymore. It is a nice ambiance but it's definitely pricey. Hula pie is great for dessert!",Annette S.,"Oak Brook, IL",4.0 star rating
4/26/2014,3.0 star rating,"Stick with the beachside seating. The food is much better. Beachside fish tacos are great and so are the Mai tais.   Upstairs the parmesan encrusted opa was disappointing - over cooked and  dry with a good 1/4 inch of it not edible. When I mentioned this to the waitress her reply was, ""it's not supposed to be like that.""",Joan And Mike M.,"Ladue, MO",4.0 star rating
7/24/2012,3.0 star rating,"The good: great location in Whalers Village; great view of sunset from outside seating; little wait time to get seated (this is huge when you have 2 hungry kids and waits at other places are 45 mins plus); really good and friendly waiters.

The bad: food was a bit of a bummer for the price. Fish tacos were good, but tasted mass produced (like an upscale version of Taco Bell).  Burger was overcooked and has too much bun for the burger. Kids mac and cheese was just like Kraft boxed mac and cheese from the store. Hula pie was, of course, awesome! We had better meals at Barefoot Bar (part of Hula Grill right across the pathway from Leilani's) and our hotel (Hyatt) though for the same price or less.",J H.,"Redwood City, CA",4.0 star rating
7/23/2012,3.0 star rating,Meal was good. Nothing special considering it should be in such a beautiful place.  The food was good. Just expecting more.  Family of 4 was over $200. For a $65 dinner any where else.  Hula Pie was very good,Rick C.,"Hurricane, WV",4.0 star rating
11/10/2011,3.0 star rating,"We went for happy hour and I had a couple sliders ($4 each). The burger was good, pulled pork below average. My had fish and chips - chips were good (hard to mess up!) but fish was dry and not very good. Hula pie was the highlight - very good and the only reason I'd come back.",Matt W.,"Portland, OR",4.0 star rating
8/20/2011,4.0 star rating,That Hula Pie is to die for! Pretty expensive but great views and service.,Mary V.,"Bellevue, WA",4.0 star rating
1/2/2014,4.0 star rating,"Good fun, great atmosphere! Bartenders are great. The shrimp device and Kalua Pork Cuban are to die for,  ask to add bacon to the sandwich!!!!! A little pricey and a long wait 24/7, but hey its Maui!",Jared L.,"Los Angeles, CA",4.0 star rating
11/12/2012,5.0 star rating,My husband and i tried to find good Fish tacos on the island at every lunch place while we were there. Two days before we left we came here and tried. We found that as far as what we had tried. This had the best. So we came back the next day and had them again. Excellent. They always throw in a pie too.,Ali S.,"Spokane, WA",4.0 star rating
1/8/2012,4.0 star rating,"A good alternative for Hula Grill next door. 
More affordable then near-by restaurants.",Truc N.,"San Jose, CA",4.0 star rating
9/13/2011,4.0 star rating,"Taco Tuesdays are awesome, every other day has a slider happy special which is also great.  The Sliders are much bigger than normal sliders but we still ate 2-3 because they were so good.  Mai Thais were mighty strong.  Very happy and full beach bum.",Brittany A.,"Monroe, MI",4.0 star rating
7/5/2010,4.0 star rating,"We visited here on the last night of our vacation - aside from the long
wait - circa 50 minutes (extremely busy) - and the long wait for the food which eventually came out - it was good, perfectly cooked fish dishes. The view out to the ocean is marvellous.    Overall value for the food and drinks and service was good.",Fred J.,"Pleasant Hill, CA",4.0 star rating
4/12/2011,4.0 star rating,"Delicious! Right next to the beach. Had the feta walnut salad, with strawberries and fresh mandarin oranges ... Simply yummy! Hamburger and fries were fantastic too. Most delicious side of pineapple ever. A great place to have lunch. And the snorkeling at black rock was great, too.",Rebecca I.,"Reno, NV",4.0 star rating
9/3/2013,5.0 star rating,"My boyfriend and I recently returned from a trip to Maui, and we frequented Leilani's at least 3 or 4 times during our trip.  It helped that it was down the beach from our hotel, but I couldn't help but get the fish tacos every time because they were delicious!  I loved the seasoning on the fish.  The Hula pie was also awesome.  My boyfriend got a pork sandwich and the Big Kahuna and enjoyed both.  I would definitely recommend this place.  Probably more so for lunch because of the awesome views.",Christina S.,"Atlanta, GA",4.0 star rating
10/23/2012,5.0 star rating,"Leilanis has two restaurant venues......we ate at both and had a wonderful time at each one.  This review however refers to the upstairs restaurant and menu.

The atmosphere in the restaurant is just beautiful.....all Koa wood and it looks like the inside of a yacht.  We ate in one of the smaller dining areas on the first floor and it was very cozy and romantic.

The food was simply wonderful.  We both had fish dishes and my Ahi was great.  The entire dinner was just the best we had on our entire trip.

I must add that our waiter James was the best waiter that we've ever had.  Not only did he know everything about the menu, but he was so personable, professional and able to easily converse with all the diners that he made everyone feel at home.  When you go here ask for James.  And thanks James for such a great time!  ALOHA!",Dale S.,"San Diego, CA",4.0 star rating
9/2/2011,5.0 star rating,Fantastic tasting Brunch. Beautiful view. Wonderful Service!,Humphrey J.,"Fairfax, VA",4.0 star rating
7/1/2011,1.0 star rating,"We came for a few drinks on the beach and were disappointed. Our drinks were very weak, and when we complained about it (politely of course) our server got incredibly defensive and began ranting about how they design their drinks because people don't like the taste of alcohol, wtf? He did it in a really loud voice to, we're guessing to publicly shame us or whatever. We paid our bill, left no tip, and took off. FYI, if a customer complains about something, just fix it and stop with the BS ok?",John T.,"Santa Barbara, CA",4.0 star rating
2/9/2011,5.0 star rating,"My review is solely for lunch, happy hour, and late night drinkie drinks.  This review shouldn't be used for dinner or the Sunday service they hold.

Now that I've gotten that out of the way, we ""stumbled"" in here  for lunch on our first day in Maui after having spent $20 for basic breakfast at the Sharaton up the beach.  This joint's right on the beach and has a great view of the beach, ocean, and whales in mid-Winter.  Prices looked incredibly cheap here in comparison and they offered a bit more variety than the other restaurants in the area.  So, fish tacos it was for me and Kalua Pork Cuban sandwhich for the Mrs.  I was told the tacos were their specialty.  There are two places in the world I would kill a zombie for the fish tacos and this is one of them.  If you get the Kalua Pork Cuban, ask for the BBQ sauce they use on their wings.  This is a sick, sick, sick combination offered on the second day my wife got the Kalua Pork Cuban sandwhich there, which was actually the third day we stopped in for lunch there.  The Crab and Shrimp melt is also fantastic as is the double kobe burger.  Holy crap the double kobe was yummy.  On my last day in Maui I was torn on whether to get the fish tacos or double kobe, but the fish tacos won out.  Overall, fish tacos three times for me and Kalua Pork Cuban three times for the Mrs.  Yes, we liked them immensely.

Service was good as we always sat at the bar since it was a wait to get a table.  Bartenders were friendly and kept our waters and beers coming.

Happy hour offers four dollar drinkie drinks and a number of $4 sliders along with live music usually from 3 - 5. 

Normally, I don't do 5 stars for a place I consider a lunch joint, but the fact that we loved 4 of the items on the menu gets a 5 star rating.",Terry B.,"Denver, CO",4.0 star rating
